Date,Gross sales,Refunds,Discounts,Net sales,Cost of goods,Gross profit,Margin,Taxes
16/09/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
15/09/2025,72.50,0.00,0.00,72.50,19.50,53.00,73.10%,0.00
14/09/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
13/09/2025,181.70,24.00,0.00,157.70,6.00,151.70,96.20%,0.00
12/09/2025,157.25,0.00,0.00,157.25,26.50,130.75,83.15%,0.00
11/09/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
10/09/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
09/09/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
08/09/2025,85.50,5.80,0.00,79.70,8.00,71.70,89.96%,0.00
07/09/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
06/09/2025,106.00,0.00,0.00,106.00,13.00,93.00,87.74%,0.00
05/09/2025,131.00,0.00,0.00,131.00,7.00,124.00,94.66%,0.00
04/09/2025,118.45,0.00,0.00,118.45,6.00,112.45,94.93%,0.00
03/09/2025,170.95,0.00,0.00,170.95,25.50,145.45,85.08%,0.00
02/09/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
01/09/2025,153.80,0.00,0.00,153.80,21.50,132.30,86.02%,0.00
31/08/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
30/08/2025,132.45,0.00,0.00,132.45,10.00,122.45,92.45%,0.00
29/08/2025,174.85,0.00,0.00,174.85,46.40,128.45,73.46%,0.00
28/08/2025,121.50,0.00,0.00,121.50,7.80,113.70,93.58%,0.00
27/08/2025,81.60,0.00,0.00,81.60,13.00,68.60,84.07%,0.00
26/08/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
25/08/2025,88.00,0.00,0.00,88.00,2.60,85.40,97.05%,0.00
24/08/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
23/08/2025,101.65,0.00,0.00,101.65,19.80,81.85,80.52%,0.00
22/08/2025,126.00,0.00,0.00,126.00,20.00,106.00,84.13%,0.00
21/08/2025,77.40,0.00,0.00,77.40,15.80,61.60,79.59%,0.00
20/08/2025,156.85,0.00,0.75,156.10,6.10,150.00,96.09%,0.00
19/08/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
18/08/2025,152.95,0.00,0.00,152.95,30.50,122.45,80.06%,0.00
17/08/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
16/08/2025,201.65,0.00,0.00,201.65,33.80,167.85,83.24%,0.00
15/08/2025,90.20,0.00,0.00,90.20,0.00,90.20,100.00%,0.00
14/08/2025,140.45,0.00,0.00,140.45,14.10,126.35,89.96%,0.00
13/08/2025,151.35,11.00,0.00,140.35,13.60,126.75,90.31%,0.00
12/08/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
11/08/2025,78.30,0.00,0.00,78.30,11.10,67.20,85.82%,0.00
10/08/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
09/08/2025,118.65,0.00,0.00,118.65,23.30,95.35,80.36%,0.00
08/08/2025,108.65,0.00,0.00,108.65,15.40,93.25,85.83%,0.00
07/08/2025,57.60,0.00,0.00,57.60,2.60,55.00,95.49%,0.00
06/08/2025,97.80,0.00,0.00,97.80,12.30,85.50,87.42%,0.00
05/08/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
04/08/2025,77.30,0.00,1.50,75.80,5.20,70.60,93.14%,0.00
03/08/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
02/08/2025,105.50,8.00,0.00,97.50,10.50,87.00,89.23%,0.00
01/08/2025,87.20,0.00,0.00,87.20,19.20,68.00,77.98%,0.00
31/07/2025,101.95,0.00,0.00,101.95,3.50,98.45,96.57%,0.00
30/07/2025,101.25,0.00,0.00,101.25,0.00,101.25,100.00%,0.00
29/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
28/07/2025,60.85,0.00,0.00,60.85,9.30,51.55,84.72%,0.00
27/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
26/07/2025,204.05,0.00,3.50,200.55,25.60,174.95,87.24%,0.00
25/07/2025,72.30,0.00,0.00,72.30,2.60,69.70,96.40%,0.00
24/07/2025,81.10,0.00,0.23,80.87,5.60,75.27,93.08%,0.00
23/07/2025,64.60,0.00,0.53,64.07,6.10,57.97,90.48%,0.00
22/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
21/07/2025,95.73,0.00,0.00,95.73,13.70,82.03,85.69%,0.00
20/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
19/07/2025,109.20,0.00,0.00,109.20,7.50,101.70,93.13%,0.00
18/07/2025,84.50,0.00,3.92,80.58,2.60,77.98,96.77%,0.00
17/07/2025,101.60,0.00,0.00,101.60,7.60,94.00,92.52%,0.00
16/07/2025,111.65,0.00,0.00,111.65,7.80,103.85,93.01%,0.00
15/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
14/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
13/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
12/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
11/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
10/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
09/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
08/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
07/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
06/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
05/07/2025,131.85,0.00,0.00,131.85,23.00,108.85,82.56%,0.00
04/07/2025,166.55,14.60,0.00,151.95,11.20,140.75,92.63%,0.00
03/07/2025,70.65,0.00,2.60,68.05,2.60,65.45,96.18%,0.00
02/07/2025,93.10,0.00,0.00,93.10,5.20,87.90,94.41%,0.00
01/07/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
30/06/2025,32.90,0.00,0.00,32.90,3.60,29.30,89.06%,0.00
29/06/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
28/06/2025,72.20,0.00,0.00,72.20,5.20,67.00,92.80%,0.00
27/06/2025,40.70,0.00,0.00,40.70,15.40,25.30,62.16%,0.00
26/06/2025,102.15,0.00,7.00,95.15,4.60,90.55,95.17%,0.00
25/06/2025,82.30,0.00,0.00,82.30,6.10,76.20,92.59%,0.00
24/06/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
23/06/2025,93.15,0.00,0.00,93.15,5.20,87.95,94.42%,0.00
22/06/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
21/06/2025,59.30,0.00,0.45,58.85,7.80,51.05,86.75%,0.00
20/06/2025,113.40,0.00,0.00,113.40,19.60,93.80,82.72%,0.00
19/06/2025,148.27,28.17,0.00,120.10,9.60,110.50,92.01%,0.00
18/06/2025,104.65,0.00,0.00,104.65,4.10,100.55,96.08%,0.00
17/06/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
16/06/2025,72.05,0.00,0.76,71.29,12.80,58.49,82.05%,0.00
15/06/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
14/06/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
13/06/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
12/06/2025,94.20,0.00,0.00,94.20,1.00,93.20,98.94%,0.00
11/06/2025,98.25,0.00,0.00,98.25,7.00,91.25,92.88%,0.00
10/06/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
09/06/2025,106.70,0.00,0.00,106.70,33.90,72.80,68.23%,0.00
08/06/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
07/06/2025,80.55,0.00,0.00,80.55,15.80,64.75,80.38%,0.00
06/06/2025,96.00,3.50,0.00,92.50,1.00,91.50,98.92%,0.00
05/06/2025,47.95,0.00,0.00,47.95,5.20,42.75,89.16%,0.00
04/06/2025,134.35,0.00,3.50,130.85,6.10,124.75,95.34%,0.00
03/06/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
02/06/2025,87.35,0.00,0.00,87.35,20.60,66.75,76.42%,0.00
01/06/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
31/05/2025,124.65,0.00,0.00,124.65,10.60,114.05,91.50%,0.00
30/05/2025,48.00,0.00,0.00,48.00,0.00,48.00,100.00%,0.00
29/05/2025,74.65,0.00,0.00,74.65,6.10,68.55,91.83%,0.00
28/05/2025,108.15,0.00,0.00,108.15,10.70,97.45,90.11%,0.00
27/05/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
26/05/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
25/05/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
24/05/2025,88.35,4.00,0.00,84.35,7.20,77.15,91.46%,0.00
23/05/2025,140.50,0.00,0.98,139.52,8.60,130.92,93.84%,0.00
22/05/2025,92.60,0.00,4.00,88.60,16.10,72.50,81.83%,0.00
21/05/2025,107.40,0.00,0.00,107.40,6.00,101.40,94.41%,0.00
20/05/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
19/05/2025,142.30,0.00,0.00,142.30,11.30,131.00,92.06%,0.00
18/05/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
17/05/2025,73.75,0.00,0.00,73.75,9.60,64.15,86.98%,0.00
16/05/2025,200.40,0.00,0.00,200.40,7.60,192.80,96.21%,0.00
15/05/2025,135.15,0.00,0.00,135.15,16.60,118.55,87.72%,0.00
14/05/2025,150.68,0.00,3.50,147.18,26.50,120.68,81.99%,0.00
13/05/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
12/05/2025,65.50,0.00,5.00,60.50,3.50,57.00,94.21%,0.00
11/05/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
10/05/2025,117.78,15.00,0.00,102.78,19.80,82.98,80.74%,0.00
09/05/2025,114.75,0.00,0.00,114.75,7.00,107.75,93.90%,0.00
08/05/2025,118.95,0.00,0.00,118.95,7.60,111.35,93.61%,0.00
07/05/2025,57.30,0.00,0.00,57.30,11.70,45.60,79.58%,0.00
06/05/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
05/05/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
04/05/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
03/05/2025,289.98,0.00,0.00,289.98,19.60,270.38,93.24%,0.00
02/05/2025,168.20,6.00,0.00,162.20,10.20,152.00,93.71%,0.00
01/05/2025,79.50,0.00,0.00,79.50,5.20,74.30,93.46%,0.00
30/04/2025,99.35,0.00,0.00,99.35,6.10,93.25,93.86%,0.00
29/04/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
28/04/2025,77.25,2.60,0.00,74.65,15.70,58.95,78.97%,0.00
27/04/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
26/04/2025,137.05,0.00,0.00,137.05,13.90,123.15,89.86%,0.00
25/04/2025,136.10,0.00,0.00,136.10,0.00,136.10,100.00%,0.00
24/04/2025,75.00,0.00,0.00,75.00,2.60,72.40,96.53%,0.00
23/04/2025,102.10,0.00,0.00,102.10,19.20,82.90,81.19%,0.00
22/04/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
21/04/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
20/04/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
19/04/2025,255.95,5.00,0.00,250.95,34.00,216.95,86.45%,0.00
18/04/2025,113.54,0.00,0.00,113.54,9.30,104.24,91.81%,0.00
17/04/2025,182.60,0.00,0.00,182.60,25.60,157.00,85.98%,0.00
16/04/2025,100.80,3.50,0.00,97.30,26.10,71.20,73.18%,0.00
15/04/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
14/04/2025,112.00,0.00,0.00,112.00,37.90,74.10,66.16%,0.00
13/04/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
12/04/2025,177.85,0.00,0.00,177.85,16.20,161.65,90.89%,0.00
11/04/2025,65.10,0.00,0.00,65.10,17.20,47.90,73.58%,0.00
10/04/2025,65.40,1.00,0.00,64.40,16.50,47.90,74.38%,0.00
09/04/2025,122.00,0.00,0.00,122.00,35.60,86.40,70.82%,0.00
08/04/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
07/04/2025,116.90,0.00,0.00,116.90,25.10,91.80,78.53%,0.00
06/04/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
05/04/2025,119.50,0.00,0.00,119.50,27.80,91.70,76.74%,0.00
04/04/2025,77.80,0.00,3.00,74.80,29.10,45.70,61.10%,0.00
03/04/2025,48.40,0.00,0.00,48.40,8.10,40.30,83.26%,0.00
02/04/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
01/04/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
31/03/2025,127.50,0.00,0.00,127.50,35.20,92.30,72.39%,0.00
30/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
29/03/2025,80.70,0.00,0.00,80.70,2.60,78.10,96.78%,0.00
28/03/2025,41.10,0.00,0.00,41.10,13.60,27.50,66.91%,0.00
27/03/2025,74.60,0.00,0.00,74.60,19.70,54.90,73.59%,0.00
26/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
25/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
24/03/2025,61.80,0.00,0.00,61.80,17.10,44.70,72.33%,0.00
23/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
22/03/2025,139.15,0.00,0.00,139.15,44.10,95.05,68.31%,0.00
21/03/2025,19.10,0.00,0.00,19.10,5.50,13.60,71.20%,0.00
20/03/2025,51.30,0.00,0.00,51.30,11.60,39.70,77.39%,0.00
19/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
18/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
17/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
16/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
15/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
14/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
13/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
12/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
11/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
10/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
09/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
08/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
07/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
06/03/2025,57.20,0.00,3.50,53.70,13.30,40.40,75.23%,0.00
05/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
04/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
03/03/2025,79.60,0.00,0.00,79.60,18.40,61.20,76.88%,0.00
02/03/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
01/03/2025,161.25,0.00,0.00,161.25,36.00,125.25,77.67%,0.00
28/02/2025,32.60,0.00,0.00,32.60,16.50,16.10,49.39%,0.00
27/02/2025,43.90,0.00,0.00,43.90,14.50,29.40,66.97%,0.00
26/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
25/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
24/02/2025,68.90,0.00,0.00,68.90,8.10,60.80,88.24%,0.00
23/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
22/02/2025,120.00,0.00,0.00,120.00,44.10,75.90,63.25%,0.00
21/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
20/02/2025,66.30,4.00,0.00,62.30,17.00,45.30,72.71%,0.00
19/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
18/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
17/02/2025,89.30,0.00,0.00,89.30,41.70,47.60,53.30%,0.00
16/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
15/02/2025,84.60,0.00,0.00,84.60,20.60,64.00,75.65%,0.00
14/02/2025,157.90,0.00,0.00,157.90,10.60,147.30,93.29%,0.00
13/02/2025,66.80,0.00,0.00,66.80,20.50,46.30,69.31%,0.00
12/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
11/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
10/02/2025,51.60,0.00,0.00,51.60,17.10,34.50,66.86%,0.00
09/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
08/02/2025,104.55,0.00,0.00,104.55,27.60,76.95,73.60%,0.00
07/02/2025,50.10,0.00,3.50,46.60,19.10,27.50,59.01%,0.00
06/02/2025,82.60,0.00,0.00,82.60,23.30,59.30,71.79%,0.00
05/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
04/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
03/02/2025,47.90,0.00,0.00,47.90,12.60,35.30,73.70%,0.00
02/02/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
01/02/2025,158.10,0.00,0.00,158.10,18.70,139.40,88.17%,0.00
31/01/2025,52.20,0.00,0.00,52.20,14.20,38.00,72.80%,0.00
30/01/2025,70.75,3.00,0.00,67.75,12.00,55.75,82.29%,0.00
29/01/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
28/01/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
27/01/2025,57.60,0.00,0.00,57.60,11.60,46.00,79.86%,0.00
26/01/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
25/01/2025,137.70,3.50,0.00,134.20,39.70,94.50,70.42%,0.00
24/01/2025,90.00,0.00,0.00,90.00,14.50,75.50,83.89%,0.00
23/01/2025,43.50,0.00,0.00,43.50,17.50,26.00,59.77%,0.00
22/01/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
21/01/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
20/01/2025,34.50,0.00,0.00,34.50,8.10,26.40,76.52%,0.00
19/01/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
18/01/2025,151.90,0.00,0.00,151.90,9.00,142.90,94.08%,0.00
17/01/2025,71.10,0.00,0.00,71.10,20.60,50.50,71.03%,0.00
16/01/2025,85.10,0.00,0.00,85.10,19.10,66.00,77.56%,0.00
15/01/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
14/01/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
13/01/2025,60.50,12.20,0.00,48.30,19.10,29.20,60.46%,0.00
12/01/2025,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
11/01/2025,69.00,7.00,0.00,62.00,9.00,53.00,85.48%,0.00
